symbol	desc	logFC	adj.P.Val	B
 TMEM130 	 transmembrane protein 130 	0.3456664934	0.0569304681	-2.7099170951
 TMEM131 	 transmembrane protein 131 	0.0720103029	0.6940132729	-6.7865666318
 TMEM132A 	 transmembrane protein 132A 	0.1497730987	0.431558679	-6.1846370962
 TMEM132B 	 transmembrane protein 132B 	-0.0236090498	0.9015631519	-7.0076906733
 TMEM132C 	 transmembrane protein 132C 	-0.4081374173	0.2183377252	-5.1083493548
 TMEM132D 	 transmembrane protein 132D 	-0.1939499859	0.411628553	-6.1159098984
 TMEM132E 	 transmembrane protein 132E 	-0.2732469177	0.5387673973	-6.486694928
 TMEM133 	 transmembrane protein 133 	-0.4128590843	0.1298062667	-4.1838798757
 TMEM134 	 transmembrane protein 134 	-0.0136707853	0.957544065	-7.0323567528
 TMEM135 	 transmembrane protein 135 	-0.4156626467	0.1283938978	-4.1617223042
 TMEM136 	 transmembrane protein 136 	0.0038826911	0.9875692949	-7.0377227438
 TMEM138 	 transmembrane protein 138 	0.1275841784	0.4565066946	-6.2626368783
 TMEM139 	 transmembrane protein 139 	-0.4122216921	0.1566491879	-4.5157466175
 TMEM140 	 transmembrane protein 140 	0.4074377947	0.1090289102	-3.8731133074
 TMEM141 	 transmembrane protein 141 	-0.1941886811	0.3732781553	-5.9705528729
 TMEM143 	 transmembrane protein 143 	-0.3362849417	0.2337250649	-5.2209204025
 TMEM144 	 transmembrane protein 144 	0.0037778437	0.9913131822	-7.0379640353
 TMEM145 	 transmembrane protein 145 	0.0736559688	0.6708587195	-6.7495414628
 TMEM147 	 transmembrane protein 147 	0.2483556284	0.3141413373	-5.70390148
 TMEM14A 	 transmembrane protein 14A 	-0.5217022003	0.0306870037	-1.5590957924
 TMEM14B 	 transmembrane protein 14B 	-0.0226587435	0.9150128894	-7.0152354909
 TMEM14C 	 transmembrane protein 14C 	0.0009494272	0.995575795	-7.0381598087
 TMEM14E 	 transmembrane protein 14E 	0.184770911	0.3351868558	-5.8057904157
 TMEM150A 	 transmembrane protein 150A 	-0.3154645496	0.3244192979	-5.7545853354
 TMEM150B 	 transmembrane protein 150B 	-0.0614153074	0.840025746	-6.9630804241
 TMEM151A 	 transmembrane protein 151A 	-0.1792248046	0.2819204442	-5.5297771397
 TMEM151B 	 transmembrane protein 151B 	-0.2249157804	0.3303154165	-5.7835083508
 TMEM154 	 transmembrane protein 154 	1.9742418739	0.0023065295	3.0602833691
 TMEM155 	 transmembrane protein 155 	-0.0748740579	0.7780557311	-6.8983704739
 TMEM156 	 transmembrane protein 156 	2.6156887937	0.0004927141	6.1703362168
 TMEM158 	 transmembrane protein 158 (gene	-0.3062730862	0.1649167849	-4.6053729042
 TMEM159 	 transmembrane protein 159 	-0.0353515045	0.9263280722	-7.0203678893
 TMEM160 	 transmembrane protein 160 	0.171200519	0.504253131	-6.4016760737
 TMEM161A 	 transmembrane protein 161A 	0.0809840319	0.7793635544	-6.9001704603
 TMEM161B 	 transmembrane protein 161B 	0.004350854	0.981329021	-7.0370695633
 TMEM163 	 transmembrane protein 163 	0.2126255945	0.6185639635	-6.6594268094
 TMEM164 	 transmembrane protein 164 	0.0349435359	0.8417411996	-6.9644393457
 TMEM165 	 transmembrane protein 165 	-0.0499805034	0.7959574294	-6.9185978768
 TMEM167A 	 transmembrane protein 167A 	-0.2590297762	0.3588630084	-5.9105702875
 TMEM167B 	 transmembrane protein 167B 	0.1864158384	0.2647422038	-5.42390075
 TMEM167B 	 transmembrane protein 167B 	0.1864158384	0.2647422038	-5.42390075
 TMEM168 	 transmembrane protein 168 	-0.2949941214	0.1949409882	-4.9093161748
 TMEM169 	 transmembrane protein 169 	0.011485277	0.9565948727	-7.0320905577
 TMEM17 	 transmembrane protein 17 	0.0337747508	0.8562662072	-6.976612517
 TMEM170A 	 transmembrane protein 170A 	0.1618535094	0.4290362293	-6.174857596
 TMEM171 	 transmembrane protein 171 	0.0277032054	0.9245206481	-7.0196626091
 TMEM173 	 transmembrane protein 173 	0.9855322422	0.0099617533	0.4402896302
 TMEM174 	 transmembrane protein 174 	-1.7416519588	0.0124673902	0.0906025771
 TMEM175 	 transmembrane protein 175 	0.3717454997	0.1863720556	-4.825862382
 TMEM176A 	 transmembrane protein 176A 	-0.1989886036	0.3710992647	-5.9613596975
 TMEM176B 	 transmembrane protein 176B 	-0.0295870351	0.8601866244	-6.9797661316
 TMEM177 	 transmembrane protein 177 	-0.1922349915	0.4312048915	-6.1831511362
 TMEM178A 	 transmembrane protein 178A 	-0.5126067825	0.2261185491	-5.1692185808
 TMEM179 	 transmembrane protein 179 	-0.1491132409	0.3404398789	-5.8301489411
 TMEM179 	 transmembrane protein 179 	-0.1233670196	0.4942946464	-6.3752049204
 TMEM179B 	 transmembrane protein 179B 	0.0072084301	0.9687336476	-7.0351069581
 TMEM18 	 transmembrane protein 18 	0.0541720333	0.7794029448	-6.9003350579
 TMEM180 	 transmembrane protein 180 	0.2321295428	0.2124694174	-5.061336383
 TMEM181 	 transmembrane protein 181 	0.3033920626	0.1220980335	-4.0716803019
 TMEM182 	 transmembrane protein 182 	-0.1642366204	0.4072190591	-6.0998195524
 TMEM183B 	 transmembrane protein 183B 	0.27064823	0.2004207785	-4.9584030666
 TMEM183B 	 transmembrane protein 183B 	0.2475714006	0.2251610785	-5.1633931332
 TMEM184A 	 transmembrane protein 184A 	-0.548008471	0.0211572425	-0.839839184
 TMEM184B 	 transmembrane protein 184B 	0.2840508439	0.1662884375	-4.6190473862
 TMEM184C 	 transmembrane protein 184C 	-0.2460807105	0.2760575731	-5.494312826
 TMEM185A 	 transmembrane protein 185A 	0.14807644	0.5611409638	-6.5392369118
 TMEM185B 	 transmembrane protein 185B 	0.3111905663	0.1955259694	-4.9142232037
 TMEM186 	 transmembrane protein 186 	0.2331338284	0.2430796168	-5.2871122064
 TMEM187 	 transmembrane protein 187 	-0.1016321155	0.5722083163	-6.5635276462
 TMEM189 	 transmembrane protein 189 	0.3388363475	0.1548256777	-4.4948304108
 TMEM19 	 transmembrane protein 19 	-0.3683375848	0.1069794486	-3.8356366759
 TMEM190 	 transmembrane protein 190 	0.0308151116	0.8853214027	-6.997466532
 TMEM191A 	 transmembrane protein 191A (pseudogene) 	0.0210617529	0.9258030921	-7.0201701851
 TMEM191C 	 transmembrane protein 191C 	-0.1611989041	0.4331450472	-6.1902833842
 TMEM191C 	 transmembrane protein 191C 	0.0077843309	0.9684448995	-7.0350469854
 TMEM192 	 transmembrane protein 192 	-0.6804673186	0.0607112709	-2.8252085173
 TMEM194A 	 transmembrane protein 194A 	0.5200014409	0.0591070832	-2.7780072287
 TMEM194B 	 transmembrane protein 194B 	0.2006562413	0.4865966086	-6.3537049018
 TMEM194B 	 transmembrane protein 194B 	0.0818168592	0.619033027	-6.6605520299
 TMEM196 	 transmembrane protein 196 	-0.2022024583	0.2259141697	-5.1679471696
 TMEM198 	 transmembrane protein 198 	-0.1554880096	0.466801085	-6.2939288013
 TMEM198B 	 transmembrane protein 198B, pseudogene 	-0.0416403206	0.892308761	-7.0019098624
 TMEM199 	 transmembrane protein 199 	0.2428014153	0.3206833563	-5.7358037042
 TMEM2 	 transmembrane protein 2 	0.2452133821	0.2993370225	-5.6237704464
 TMEM200A 	 transmembrane protein 200A 	-0.0047539743	0.9872085925	-7.0376964807
 TMEM200B 	 transmembrane protein 200B 	-0.189276449	0.4713109954	-6.307490389
 TMEM201 	 transmembrane protein 201 	0.1739584834	0.3081752572	-5.6753228546
 TMEM202 	 transmembrane protein 202 	-0.0703632323	0.7227503302	-6.8296664934
 TMEM203 	 transmembrane protein 203 	0.1381644364	0.5293881627	-6.4641232947
 TMEM203 	 transmembrane protein 203 	0.0737229974	0.7396225092	-6.8512255374
 TMEM204 	 transmembrane protein 204 	0.2634314012	0.3440469082	-5.8453914541
 TMEM205 	 transmembrane protein 205 	0.0745044494	0.8338585582	-6.9568190174
 TMEM206 	 transmembrane protein 206 	0.0093771374	0.9688049609	-7.0351211829
 TMEM207 	 transmembrane protein 207 	-2.1403685344	0.0057119662	1.3772648159
 TMEM208 	 transmembrane protein 208 	0.1600235308	0.385241695	-6.0186540004
 TMEM209 	 transmembrane protein 209 	0.1149187293	0.5502771078	-6.5139120147
 TMEM210 	 transmembrane protein 210 	-0.115261081	0.5575672096	-6.5309483651
 TMEM211 	 transmembrane protein 211 	0.0831651342	0.5720792347	-6.5631242548
 TMEM212 	 transmembrane protein 212 	-0.1978076361	0.4432693542	-6.2216023702
 TMEM214 	 transmembrane protein 214 	0.3184092748	0.1025535337	-3.7597604073
 TMEM215 	 transmembrane protein 215 	-0.2578587335	0.1349850915	-4.2483126413
 TMEM216 	 transmembrane protein 216 	0.396171278	0.1958821632	-4.9166306136
 TMEM217 	 transmembrane protein 217 	0.0905175454	0.5422871122	-6.4948292371
 TMEM218 	 transmembrane protein 218 	0.1615862531	0.5148919284	-6.4284820868
 TMEM219 	 transmembrane protein 219 	0.1246077162	0.5581387914	-6.5331923483
 TMEM220 	 transmembrane protein 220 	-0.3306032409	0.0850632978	-3.4319629351
 TMEM221 	 transmembrane protein 221 	-0.0508727357	0.7580520257	-6.8744134575
 TMEM222 	 transmembrane protein 222 	0.3405721736	0.2161126839	-5.090889822
 TMEM223 	 transmembrane protein 223 	-0.0095418383	0.9661065763	-7.0344439663
 TMEM225 	 transmembrane protein 225 	-0.1093088463	0.6336902186	-6.6861458883
 TMEM229A 	 transmembrane protein 229A 	-0.9146920995	0.2862338013	-5.5542597297
 TMEM229B 	 transmembrane protein 229B 	1.8258560531	0.0024877403	2.919400625
 TMEM230 	 transmembrane protein 230 	-0.143887561	0.3386260789	-5.8216094451
 TMEM231 	 transmembrane protein 231 	0.1445486182	0.5129596316	-6.4241619732
 TMEM232 	 transmembrane protein 232 	-1.3061518648	0.0009165893	4.7066230564
 TMEM234 	 transmembrane protein 234 	0.2501061415	0.2767574721	-5.4984117293
 TMEM236 	 transmembrane protein 236 	-0.0308284589	0.8900433428	-7.0005514301
 TMEM236 	 transmembrane protein 236 	-0.0308284589	0.8900433428	-7.0005514301
 TMEM237 	 transmembrane protein 237 	-0.2019044528	0.2819225164	-5.5299259274
 TMEM239 	 transmembrane protein 239 	-0.0739236692	0.6690958699	-6.7465080732
 TMEM241 	 transmembrane protein 241 	0.1831256183	0.246595939	-5.3120221922
 TMEM242 	 transmembrane protein 242 	-0.1168351398	0.6308009655	-6.681441143
 TMEM242 	 transmembrane protein 242 	-0.0985487294	0.6946535488	-6.7877110111
 TMEM243 	 transmembrane protein 243, mitochondrial 	0.2566415879	0.2429554356	-5.2863978397
 TMEM244 	 transmembrane protein 244 	0.4726298779	0.0725560621	-3.1503255033
 TMEM245 	 transmembrane protein 245 	-0.3524982232	0.0607358169	-2.826409221
 TMEM246 	 transmembrane protein 246 	0.056391657	0.8133598508	-6.936939995
 TMEM247 	 transmembrane protein 247 	-0.1415276384	0.499608641	-6.3890863452
 TMEM248 	 transmembrane protein 248 	0.265357846	0.1055841079	-3.8134729464
 TMEM249 	 transmembrane protein 249 	0.0979600349	0.6305949703	-6.681046148
 TMEM25 	 transmembrane protein 25 	-0.1797212876	0.4266493101	-6.1660138108
 TMEM251 	 transmembrane protein 251 	-0.0402334727	0.8109576326	-6.9343086568
 TMEM252 	 transmembrane protein 252 	-0.7291229553	0.3520980619	-5.8824488556
 TMEM254 	 transmembrane protein 254 	-0.2602720975	0.1372708456	-4.2804900779
 TMEM255A 	 transmembrane protein 255A 	-0.1111967124	0.7180096528	-6.8229457843
 TMEM255B 	 transmembrane protein 255B 	0.1965429077	0.3924843077	-6.0484818662
 TMEM256 	 transmembrane protein 256 	-0.4915831933	0.0941219096	-3.6104427743
 TMEM257 	 transmembrane protein 257 	-0.1670185847	0.3665933251	-5.9417681259
 TMEM258 	 transmembrane protein 258 	0.7649003985	0.0606606598	-2.822682307
 TMEM259 	 transmembrane protein 259 	0.2321054402	0.3633297697	-5.928817524
 TMEM26 	 transmembrane protein 26 	-0.1703156455	0.5463125771	-6.5042536663
 TMEM260 	 transmembrane protein 260 	0.0708480377	0.7053062521	-6.8037597674
 TMEM261 	 transmembrane protein 261 	0.2507384075	0.3973442712	-6.0661140937
 TMEM262 	 transmembrane protein 262 	-0.3207923248	0.2286105613	-5.184902854
 TMEM263 	 transmembrane protein 263 	0.0007073897	0.9984333894	-7.038209354
 TMEM27 	 transmembrane protein 27 	-0.8681375179	0.0049144551	1.6615316219
 TMEM30A 	 transmembrane protein 30A 	-0.1632478299	0.4485979328	-6.2394326058
 TMEM30B 	 transmembrane protein 30B 	-0.3639998626	0.1446514852	-4.3744914889
 TMEM31 	 transmembrane protein 31 	-0.1930988134	0.4539249673	-6.2547628517
 TMEM33 	 transmembrane protein 33 	-0.4218321814	0.0832840667	-3.3941056089
 TMEM35 	 transmembrane protein 35 	-0.1285035777	0.8123432151	-6.9358361311
 TMEM37 	 transmembrane protein 37 	-0.2263076962	0.2007510609	-4.9612115447
 TMEM38A 	 transmembrane protein 38A 	-0.3979728457	0.2359277885	-5.2375443775
 TMEM38B 	 transmembrane protein 38B 	-1.2522253695	0.0070802842	0.9936479248
 TMEM39A 	 transmembrane protein 39A 	0.7547201824	0.0145786156	-0.191734836
 TMEM39B 	 transmembrane protein 39B 	0.0468929609	0.7770082804	-6.897002505
 TMEM40 	 transmembrane protein 40 	-0.1931235385	0.3580162862	-5.9063289004
 TMEM41A 	 transmembrane protein 41A 	-0.1188171115	0.5835125723	-6.5883538991
 TMEM41B 	 transmembrane protein 41B 	-0.1858212263	0.3966948802	-6.0641062673
 TMEM42 	 transmembrane protein 42 	-0.0151927108	0.945700994	-7.0284954266
 TMEM43 	 transmembrane protein 43 	0.3174933968	0.1234117623	-4.0906198038
 TMEM44 	 transmembrane protein 44 	0.1003802529	0.5172522803	-6.4339969409
 TMEM45A 	 transmembrane protein 45A 	0.2863835859	0.5477473172	-6.5076568983
 TMEM45B 	 transmembrane protein 45B 	-0.9031004203	0.0328753173	-1.6840256605
 TMEM47 	 transmembrane protein 47 	-0.6246861707	0.0202379515	-0.7612107697
 TMEM5 	 transmembrane protein 5 	-0.0740103539	0.6825385962	-6.767676147
 TMEM50A 	 transmembrane protein 50A 	0.1328820999	0.4207250475	-6.1461897507
 TMEM50B 	 transmembrane protein 50B 	-0.2008841211	0.4140334139	-6.1240796935
 TMEM51 	 transmembrane protein 51 	0.2541405448	0.1731830966	-4.6938587867
 TMEM51-AS1 	 TMEM51 antisense RNA 1 	-0.387343409	0.3071871735	-5.6672747897
 TMEM51-AS1 	 TMEM51 antisense RNA 1 	0.1628101241	0.6364043081	-6.6914523012
 TMEM51-AS1 	 TMEM51 antisense RNA 1 	-0.0218724908	0.9360270229	-7.0246499898
 TMEM52 	 transmembrane protein 52 	-0.1685991337	0.3975906986	-6.067008555
 TMEM52B 	 transmembrane protein 52B 	-1.2363172796	0.0326794033	-1.6662528265
 TMEM53 	 transmembrane protein 53 	-0.2169294	0.4920095216	-6.3690817006
 TMEM54 	 transmembrane protein 54 	0.3252427926	0.1192907335	-4.0298832932
 TMEM55A 	 transmembrane protein 55A 	-0.4669139674	0.0258179871	-1.2191757523
 TMEM55B 	 transmembrane protein 55B 	0.3582587783	0.1541137108	-4.4875524628
 TMEM56 	 transmembrane protein 56 	-0.449297376	0.0501006779	-2.4778507625
 TMEM57 	 transmembrane protein 57 	-0.1729993746	0.2795714277	-5.5149287309
 TMEM59 	 transmembrane protein 59 	-0.3354070668	0.0561320348	-2.6877585985
 TMEM59L 	 transmembrane protein 59-like 	-0.1294566122	0.4840838717	-6.3465536404
 TMEM60 	 transmembrane protein 60 	0.04255023	0.8254400355	-6.9490473027
 TMEM61 	 transmembrane protein 61 	-0.1713408957	0.4797775625	-6.3334656098
 TMEM62 	 transmembrane protein 62 	0.166382137	0.3092954937	-5.6802751457
 TMEM63A 	 transmembrane protein 63A 	-0.0256731732	0.8864113829	-6.998386764
 TMEM63B 	 transmembrane protein 63B 	0.3230017201	0.1694224368	-4.6528616055
 TMEM63C 	 transmembrane protein 63C 	-0.0587580292	0.8657839558	-6.9839036683
 TMEM64 	 transmembrane protein 64 	-0.2939677698	0.076005136	-3.2325432894
 TMEM65 	 transmembrane protein 65 	-0.2571034822	0.2495525738	-5.3294339432
 TMEM67 	 transmembrane protein 67 	-0.4384125004	0.1568087901	-4.5183843842
 TMEM68 	 transmembrane protein 68 	-0.5370879612	0.1276227527	-4.1449657117
 TMEM69 	 transmembrane protein 69 	0.0903347008	0.577215231	-6.5744444292
 TMEM70 	 transmembrane protein 70 	0.1329326497	0.401130177	-6.0792477131
 TMEM71 	 transmembrane protein 71 	1.9355347349	0.0019475405	3.3221214918
 TMEM72 	 transmembrane protein 72 	-0.7624591296	0.0848320366	-3.4278293854
 TMEM74 	 transmembrane protein 74 	-0.2624004215	0.1720411046	-4.6817486583
 TMEM74B 	 transmembrane protein 74B 	-0.0513050783	0.777582769	-6.8978679181
 TMEM75 	 transmembrane protein 75 	-0.245578803	0.2011721078	-4.9656893777
 TMEM78 	 transmembrane protein 78 	-0.0368748838	0.8799993955	-6.9939367848
 TMEM79 	 transmembrane protein 79 	-0.0906091834	0.6843931332	-6.7711827571
 TMEM80 	 transmembrane protein 80 	-0.2747114748	0.2577772949	-5.3821375755
 TMEM81 	 transmembrane protein 81 	-0.2108882831	0.2969391613	-5.6109591047
 TMEM82 	 transmembrane protein 82 	-0.6456772075	0.020153837	-0.7542245317
 TMEM86A 	 transmembrane protein 86A 	-0.0916595022	0.7454872079	-6.8580973381
 TMEM86B 	 transmembrane protein 86B 	0.228309742	0.1821898619	-4.7828094099
 TMEM87A 	 transmembrane protein 87A 	0.1139340948	0.6001385912	-6.6225098216
 TMEM87B 	 transmembrane protein 87B 	0.2650038526	0.3656101136	-5.9377034697
 TMEM88 	 transmembrane protein 88 	-0.221950147	0.2597890004	-5.3940577113
 TMEM89 	 transmembrane protein 89 	-0.334626646	0.2155712642	-5.0869015584
 TMEM8A 	 transmembrane protein 8A 	0.3648373316	0.1250786829	-4.1123833482
 TMEM8B 	 transmembrane protein 8B 	-0.0654568846	0.8046428045	-6.9276965753
 TMEM8C 	 transmembrane protein 8C 	-0.2912540469	0.1070472135	-3.8380773993
 TMEM9 	 transmembrane protein 9 	-0.0821827217	0.6757599411	-6.7566243261
 TMEM91 	 transmembrane protein 91 	0.3089748263	0.1525969321	-4.4674602282
 TMEM92 	 transmembrane protein 92 	0.0041574619	0.9805469471	-7.0369929659
 TMEM95 	 transmembrane protein 95 	-0.154621796	0.3010197163	-5.633707661
 TMEM97 	 transmembrane protein 97 	0.6969208446	0.0802077	-3.3314324885
 TMEM98 	 transmembrane protein 98 	-0.1935629921	0.3786907432	-5.9934818796
 TMEM99 	 transmembrane protein 99 	-0.1470451525	0.3525313124	-5.8844125
 TMEM9B 	 TMEM9 domain family, member B 	-0.0659742198	0.6981110625	-6.7926006267
 TMF1 	 TATA element modulatory factor 1 	-0.281453955	0.2995405802	-5.6252206936
 TMIE 	 transmembrane inner ear 	-0.1709000215	0.3710992647	-5.9611868729
 TMIGD1 	 transmembrane and immunoglobulin domain containing 1 	-0.9149071782	0.0324936322	-1.6592681565
 TMIGD2 	 transmembrane and immunoglobulin domain containing 2 	0.108587122	0.515570417	-6.4303019609
 TMLHE 	 trimethyllysine hydroxylase, epsilon 	0.0136385102	0.9474457881	-7.0291709578
 TMLHE-AS1 	 TMLHE antisense RNA 1 	0.1189659669	0.5240181097	-6.4513203635
 TMLHE-AS1 	 TMLHE antisense RNA 1 	0.1189659669	0.5240181097	-6.4513203635
 TMOD1 	 tropomodulin 1 	-0.7765885047	0.5075501701	-6.4110622161
 TMOD2 	 tropomodulin 2 (neuronal) 	0.2975304473	0.178336036	-4.7440841603
 TMOD3 	 tropomodulin 3 (ubiquitous) 	0.1335569216	0.4745088545	-6.3191173733
 TMOD4 	 tropomodulin 4 (muscle) 	-0.0196053046	0.9571352489	-7.0322449608
 TMPO 	 thymopoietin 	0.5135434215	0.0905846714	-3.5412886222
 TMPPE 	 transmembrane protein with metallophosphoesterase domain 	-0.0192296483	0.9136588474	-7.0144642117
 TMPRSS11A 	 transmembrane protease, serine 11A 	0.1111043998	0.5300767271	-6.4658713813
 TMPRSS11B 	 transmembrane protease, serine 11B 	-0.0152309225	0.9427128971	-7.0273137112
 TMPRSS11D 	 transmembrane protease, serine 11D 	-0.0250086627	0.8937362239	-7.0028969382
 TMPRSS11E 	 transmembrane protease, serine 11E 	0.1881912061	0.572064562	-6.5629923292
 TMPRSS11E 	 transmembrane protease, serine 11E 	0.1660317365	0.6083187208	-6.6396476555
 TMPRSS11F 	 transmembrane protease, serine 11F 	0.0469737372	0.7985396936	-6.9214267856
 TMPRSS12 	 transmembrane (C-terminal) protease, serine 12 	-0.1386537428	0.4021441664	-6.0826111018
 TMPRSS13 	 transmembrane protease, serine 13 	-0.1546026778	0.5739851275	-6.5667140089
 TMPRSS15 	 transmembrane protease, serine 15 	0.0625257573	0.7757443233	-6.8956092187
 TMPRSS2 	 transmembrane protease, serine 2 	-0.7130138608	0.0151177856	-0.2518060801
 TMPRSS3 	 transmembrane protease, serine 3 	0.1336617163	0.6271231568	-6.6747944465
 TMPRSS4 	 transmembrane protease, serine 4 	0.7726052849	0.1446373765	-4.3742461913
 TMPRSS5 	 transmembrane protease, serine 5 	-0.046162033	0.8133121102	-6.9367511114
 TMPRSS6 	 transmembrane protease, serine 6 	-0.2920191628	0.2001459389	-4.9546302356
 TMPRSS7 	 transmembrane protease, serine 7 	0.0729587956	0.7104465193	-6.8120691404
 TMPRSS9 	 transmembrane protease, serine 9 	-0.0470039747	0.7876384479	-6.9099055106
 TMSB10 	 thymosin beta 10 	0.9115628198	0.0061134115	1.2414772465
 TMSB15A 	 thymosin beta 15a 	0.026269292	0.9113707508	-7.0131106545
 TMSB15B 	 thymosin beta 15B 	0.2992865481	0.2108083932	-5.0478970938
 TMSB4X 	 thymosin beta 4, X-linked 	0.4786684481	0.0605719582	-2.819930645
 TMSB4X 	 thymosin beta 4, X-linked 	0.4238752026	0.0690895637	-3.0618026875
 TMSB4X 	 thymosin beta 4, X-linked 	0.4396916223	0.0919655638	-3.5704553477
 TMSB4X 	 thymosin beta 4, X-linked 	0.3675145299	0.1069912569	-3.8366287953
 TMSB4XP2 	 thymosin beta 4, X-linked pseudogene 2 	0.1868132116	0.4327075176	-6.1883948375
 TMSB4Y 	 thymosin beta 4, Y-linked 	0.1757400158	0.5402448885	-6.4903302218
 TMTC1 	 transmembrane and tetratricopeptide repeat containing 1 	-0.3718483626	0.0814517463	-3.3593911402
 TMTC2 	 transmembrane and tetratricopeptide repeat containing 2 	-0.2525832568	0.5186970122	-6.4382838252
 TMTC3 	 transmembrane and tetratricopeptide repeat containing 3 	-0.591136682	0.0375787696	-1.947038458
 TMTC4 	 transmembrane and tetratricopeptide repeat containing 4 	-0.3907695761	0.1106192889	-3.8949855068
 TMUB1 	 transmembrane and ubiquitin-like domain containing 1 	0.2372791952	0.2190126786	-5.114335255
 TMUB2 	 transmembrane and ubiquitin-like domain containing 2 	0.308662303	0.2264999079	-5.1712467329
 TMX1 	 thioredoxin-related transmembrane protein 1 	-0.0240767747	0.9379308886	-7.0255197506
 TMX2 	 thioredoxin-related transmembrane protein 2 	-0.0741986001	0.733088221	-6.8431568019
 TMX3 	 thioredoxin-related transmembrane protein 3 	-0.0780096901	0.7273556722	-6.8357999985
 TMX4 	 thioredoxin-related transmembrane protein 4 	-0.399533106	0.0573418367	-2.7221916912
 TNAP 	 TRAFs and NIK-associated protein 	-0.0193691184	0.9429828959	-7.0274192723
 TNC 	 tenascin C 	0.8647774082	0.1376870752	-4.2856822591
 TNF 	 tumor necrosis factor 	1.6997987719	0.0015222007	3.7596534303
 TNF 	 tumor necrosis factor 	1.6997987719	0.0015222007	3.7596534303
 TNF 	 tumor necrosis factor 	1.6997987719	0.0015222007	3.7596534303
 TNFAIP1 	 tumor necrosis factor, alpha-induced protein 1 (endothelial) 	0.2075138641	0.2833968782	-5.539329073
 TNFAIP2 	 tumor necrosis factor, alpha-induced protein 2 	1.2285787918	0.0034720699	2.3032688772
 TNFAIP3 	 tumor necrosis factor, alpha-induced protein 3 	1.928141418	0.0015856051	3.7037298486
 TNFAIP6 	 tumor necrosis factor, alpha-induced protein 6 	1.7175289111	0.0798790569	-3.324245786
 TNFAIP8 	 tumor necrosis factor, alpha-induced protein 8 	1.002279843	0.0130335379	0.0186232733
 TNFAIP8L1 	 tumor necrosis factor, alpha-induced protein 8-like 1 	-0.0516122265	0.8979218429	-7.0056567898
 TNFAIP8L2 	 tumor necrosis factor, alpha-induced protein 8-like 2 	0.6097779546	0.0211322147	-0.8353112027
 TNFAIP8L2-SCNM1 	 TNFAIP8L2-SCNM1 readthrough 	0.8173648071	0.0486530744	-2.4255779209
 TNFAIP8L3 	 tumor necrosis factor, alpha-induced protein 8-like 3 	-0.1965432547	0.6107579335	-6.6436630574
 TNFRSF10A 	 tumor necrosis factor receptor superfamily, member 10a 	0.5197852465	0.0244666825	-1.1057349175
 TNFRSF10B 	 tumor necrosis factor receptor superfamily, member 10b 	0.5212093009	0.0274131173	-1.3365165596
 TNFRSF10D 	 tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain 	-0.3626199833	0.4205511473	-6.1456674568
 TNFRSF11A 	 tumor necrosis factor receptor superfamily, member 11a, NFKB activator 	0.2211097806	0.2385012915	-5.2569091449
 TNFRSF11B 	 tumor necrosis factor receptor superfamily, member 11b 	-0.184125276	0.7452652763	-6.8577937627
 TNFRSF12A 	 tumor necrosis factor receptor superfamily, member 12A 	0.4249864918	0.1360470263	-4.2632872046
 TNFRSF13B 	 tumor necrosis factor receptor superfamily, member 13B 	-0.0623227341	0.7659086909	-6.8845292164
 TNFRSF13C 	 tumor necrosis factor receptor superfamily, member 13C 	0.4178529674	0.0536994109	-2.6142074659
 TNFRSF14 	 tumor necrosis factor receptor superfamily, member 14 	0.2634323941	0.3545277994	-5.892351321
 TNFRSF17 	 tumor necrosis factor receptor superfamily, member 17 	2.2076144603	0.0021410769	3.184863683
 TNFRSF18 	 tumor necrosis factor receptor superfamily, member 18 	-0.0571740477	0.7520598993	-6.8671480045
 TNFRSF19 	 tumor necrosis factor receptor superfamily, member 19 	-0.412314451	0.1032716888	-3.7723790917
 TNFRSF1A 	 tumor necrosis factor receptor superfamily, member 1A 	0.3616057815	0.0704102491	-3.0948256624
 TNFRSF1B 	 tumor necrosis factor receptor superfamily, member 1B 	1.4580287099	0.0008713619	4.8596448515
 TNFRSF21 	 tumor necrosis factor receptor superfamily, member 21 	-0.5072883395	0.1227581399	-4.0797650301
 TNFRSF25 	 tumor necrosis factor receptor superfamily, member 25 	0.5321488575	0.037703175	-1.9531882348
 TNFRSF4 	 tumor necrosis factor receptor superfamily, member 4 	0.0140609111	0.9456064717	-7.0283641289
 TNFRSF8 	 tumor necrosis factor receptor superfamily, member 8 	-0.1049337016	0.6643094421	-6.7393002936
 TNFRSF9 	 tumor necrosis factor receptor superfamily, member 9 	1.4099567462	0.002715833	2.7700151445
 TNFSF10 	 tumor necrosis factor (ligand) superfamily, member 10 	-0.0165164095	0.963509032	-7.0338945726
 TNFSF11 	 tumor necrosis factor (ligand) superfamily, member 11 	-0.0416278297	0.8428885525	-6.9655626015
 TNFSF13 	 tumor necrosis factor (ligand) superfamily, member 13 	0.3460274354	0.1067298556	-3.8317960459
 TNFSF13B 	 tumor necrosis factor (ligand) superfamily, member 13b 	1.805076301	0.0129701395	0.0265315323
 TNFSF14 	 tumor necrosis factor (ligand) superfamily, member 14 	0.2206054588	0.1912568772	-4.8753474435
